Hajj Company (Arabic),Hajj Company (English),formattedAddress,City,Country,email,Contact_Info,Rating Reviews,is_autorized,Google_Maps_Link,Link_Valid
„Ã„Ê⁄… «·«Ì„«‰ »«··Â,al imane bilahi,"PQ98+5CH, Khurais Rd, Ar Rawdah, Riyadh 13211, Saudi Arabia",Riyadh,Saudi Arabia,,+966 11 492 0003,4 (167 reviews),Yes,"https://www.google.com/maps/place/PQ98+5CH,+Khurais+Rd,+Ar+Rawdah,+Riyadh+13211,+Saudi+Arabia",TRUE
„Ã„Ê⁄… √—Ì»«,Areeba  are Group,"8006 «·„·ﬂ ⁄»œ «·⁄“Ì“° «»‰ ⁄»œ «·—Õ„‰ ”⁄Êœ° Ar Rabi, Riyadh 13315, Saudi Arabia",Riyadh,Saudi Arabia,,+966 11 200 0505,5 (5 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Areeba%20%20are%20Group%2C%208006%20%D8%A7%D9%84%D9%85%D9%84%D9%83%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2%2C%20%D8%A7%D8%A8%D9%86%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86%20%D8%B3%D8%B9%D9%88%D8%AF%2C%20Ar%20Rabi%2C%20Riyadh%2013315%2C%20Saudi%20Arabia,TRUE
«·Ã„—«  ·Œœ„«  «·ÕÃ Ê«·⁄„—…,JAMARAT HAJJ AND UMRA TRAVELLERS,"V8MH+MG4, Second Ring Rd, Tajoura, Libya",Tajoura,Libya,,,4.5 (6 reviews),Yes,"https://www.google.com/maps/place/V8MH+MG4,+Second+Ring+Rd,+Tajoura,+Libya",TRUE
·»Ìﬂ ··ÕÃ Ê«·⁄„—…,LABAYKA HAJJ AND UMRA TRAVELLING CO. LTD,F9P3+JWQ - Al Hisn - Al Markaziyah West - Abu Dhabi - United Arab Emirates,Abu Dhabi,United Arab Emirates,,+971 2 633 3474,3.2 (9 reviews),Yes,https://www.google.com/maps/place/F9P3+JWQ+-+Al+Hisn+-+Al+Markaziyah+West+-+Abu+Dhabi+-+United+Arab+Emirates,TRUE
›ÌÕ«¡  Ê—” «‰œ  —«›·”,Fiha Tours & Travels,"Al-Zahra'a Street, Kuwait",Kuwait,Kuwait,,+965 2252 0117,2.8 (18 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Fiha%20Tours%20%26%20Travels%2C%20Al-Zahra%27a%20Street%2C%20Kuwait,TRUE
”ﬂ”Ì” ≈Ì«— ”—ÊÌ”,Success Air Service,608 - Apricot Tower - ‰œ Õ’Â - œ»Ì - United Arab Emirates,œ»Ì,United Arab Emirates,,+971 4 302 0444,4.9 (24 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Success%20Air%20Service%2C%20608%20-%20Apricot%20Tower%20-%20%D9%86%D8%AF%20%D8%AD%D8%B5%D9%87%20-%20%D8%AF%D8%A8%D9%8A%20-%20United%20Arab%20Emirates,TRUE
„—‘œ  —«›·” «‰œ  Ê—”,Murshid Travels & Tours,"2245 Texas Dr #300, Sugar Land, TX 77479, USA",Sugar Land,United States,,+1 713-995-8861,4.8 (131 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Murshid%20Travels%20%26%20Tours%2C%202245%20Texas%20Dr%20%23300%2C%20Sugar%20Land%2C%20TX%2077479%2C%20USA,TRUE
«Ì„«‰ ··”Ì«Õ… Ê «·√”›«—,IMENE TOURISME,"VP3V+F57, Biskra, Algeria",Biskra,Algeria,,+213 33 51 53 00,4.6 (5 reviews),Yes,"https://www.google.com/maps/place/VP3V+F57,+Biskra,+Algeria",TRUE
ﬂÊÃ« »… ··”›—,KOCATEPE TURIZM SEYAHAT,"Hac? Bayram, 06050 Alt?nda?/Ankara, T¸rkiye",T¸rkiye,T¸rkiye,,+90 312 370 14 15,,Yes,https://www.google.com/maps/search/?api=1&query=KOCATEPE%20TURIZM%20SEYAHAT%2C%20Hac%C4%B1%20Bayram%2C%2006050%20Alt%C4%B1nda%C4%9F/Ankara%2C%20T%C3%BCrkiye,TRUE
Ì«ÿÌ»… ··ÕÃ Ê«·⁄„—…,YA - DAYIBA HAJJ AND UMRA AGENCY,"8FGC+QM9, Doha, Qatar",Doha,Qatar,,+974 4488 4929,3.7 (104 reviews),Yes,"https://www.google.com/maps/place/8FGC+QM9,+Doha,+Qatar",TRUE
“·«· ··”Ì«Õ…,ZULAL TURIZM,"Karag¸mr¸k, Sofal? ?e?me Cd. No:3, 34091 Fatih/?stanbul, T¸rkiye",T¸rkiye,T¸rkiye,,+90 212 521 19 43,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ZULAL%20TURIZM%2C%20Karag%C3%BCmr%C3%BCk%2C%20Sofal%C4%B1%20%C3%87e%C5%9Fme%20Cd.%20No%3A3%2C%2034091%20Fatih/%C4%B0stanbul%2C%20T%C3%BCrkiye,TRUE
≈„ ≈” «‰ —‰«‘ÌÊ‰«·,M S International,"Emmastraat 56, 1213 AL Hilversum, Netherlands",Hilversum,Netherlands,,+31 35 672 9931,,Yes,https://www.google.com/maps/search/?api=1&query=M%20S%20International%2C%20Emmastraat%2056%2C%201213%20AL%20Hilversum%2C%20Netherlands,TRUE
‘Ê„Êﬂ«· ≈Ì«— ”—›Ì”,Shomakal Air Service,"Gulkana Airport Mile 118.9, Richardson Hwy, Glennallen, AK 99588, USA",Glennallen,United States,,+1 907-822-4200,4.9 (62 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Shomakal%20Air%20Service%2C%20Gulkana%20Airport%20Mile%20118.9%2C%20Richardson%20Hwy%2C%20Glennallen%2C%20AK%2099588%2C%20USA,TRUE
≈Ì›«‰ ··”Ì«Õ…,EYVAN TURIZM,"?? ‘«—⁄ «·›·ﬂÏ ⁄«»œÌ‰ ﬁ”„° Bab Al Louq, Abdeen, Cairo Governorate 4280124, Egypt",Cairo Governorate,Egypt,,+20 10 16789333,2 (4 reviews),Yes,https://www.google.com/maps/search/?api=1&query=EYVAN%20TURIZM%2C%20%D9%A4%D9%A6%20%D8%B4%D8%A7%D8%B1%D8%B9%20%D8%A7%D9%84%D9%81%D9%84%D9%83%D9%89%20%D8%B9%D8%A7%D8%A8%D8%AF%D9%8A%D9%86%20%D9%82%D8%B3%D9%85%2C%20Bab%20Al%20Louq%2C%20Abdeen%2C%20Cairo%20Governorate%204280124%2C%20Egypt,TRUE
√ÊÌ€«— ··”Ì«Õ…,UYGAR TURIZM,"?n?n¸, Cumhuriyet Cd. No:131 D:1, 34373 ?i?li/?stanbul, T¸rkiye",T¸rkiye,T¸rkiye,,+90 212 401 90 81,4.7 (276 reviews),Yes,https://www.google.com/maps/search/?api=1&query=UYGAR%20TURIZM%2C%20%C4%B0n%C3%B6n%C3%BC%2C%20Cumhuriyet%20Cd.%20No%3A131%20D%3A1%2C%2034373%20%C5%9Ei%C5%9Fli/%C4%B0stanbul%2C%20T%C3%BCrkiye,TRUE
≈»«»· ··”Ì«Õ…,EBABIL TURIZM,"„Œ»“  —ÌÊ„› «·”Ì«ÕÌ° 91 Othman Ibn Affan, El-Nozha, El Nozha, Cairo Governorate 4470134, Egypt",Cairo Governorate,Egypt,,+20 11 25026666,4.8 (6 reviews),Yes,https://www.google.com/maps/search/?api=1&query=EBABIL%20TURIZM%2C%20%D9%85%D8%AE%D8%A8%D8%B2%20%D8%AA%D8%B1%D9%8A%D9%88%D9%85%D9%81%20%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D9%8A%2C%2091%20Othman%20Ibn%20Affan%2C%20El-Nozha%2C%20El%20Nozha%2C%20Cairo%20Governorate%204470134%2C%20Egypt,TRUE
’»— ›ÊÌ«Ã,SABROU VOYAGES,"13665 Bd du CurÈ-Labelle suite 100, Mirabel, QC J7J 1L2, Canada",Mirabel,Canada,,+1 450-987-4331,3.9 (44 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SABROU%20VOYAGES%2C%2013665%20Bd%20du%20Cur%C3%A9-Labelle%20suite%20100%2C%20Mirabel%2C%20QC%20J7J%201L2%2C%20Canada,TRUE
” √ ” ›ÊÌ«Ã,SAS VOYAGES,"1 Rue des Pies, 38360 Sassenage, France",Sassenage,France,,,3 (1 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SAS%20VOYAGES%2C%201%20Rue%20des%20Pies%2C%2038360%20Sassenage%2C%20France,TRUE
Õ„·… «·⁄—Ì»Ì,"Al , Araibi Campaign",Al faisal st - Dahan - Ras Al Khaimah - United Arab Emirates,Ras Al-Khaimah,United Arab Emirates,,+971 50 413 4328,5 (3 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Al%20%2C%20Araibi%20Campaign%2C%20Al%20faisal%20st%20-%20Dahan%20-%20Ras%20Al%20Khaimah%20-%20United%20Arab%20Emirates,TRUE
Â«ÌÊ‰  Ê—” «‰œ  —«›·”,Hyun Tours & Travels,"7601 Little River Turnpike #201, Annandale, VA 22003, USA",Annandale,United States,,+1 703-658-1717,4.7 (174 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Hyun%20Tours%20%26%20Travels%2C%207601%20Little%20River%20Turnpike%20%23201%2C%20Annandale%2C%20VA%2022003%2C%20USA,TRUE
 —Ê»Ìﬂ  Ê—,TROPIC TOUR,"57 El-Higaz, Gazirat Mit Oqbah, Agouza, Giza Governorate 12411, Egypt",Giza Governorate,Egypt,,+20 2 33029153,3.8 (26 reviews),Yes,https://www.google.com/maps/search/?api=1&query=TROPIC%20TOUR%2C%2057%20El-Higaz%2C%20Gazirat%20Mit%20Oqbah%2C%20Agouza%2C%20Giza%20Governorate%2012411%2C%20Egypt,TRUE
‘—ﬂ… „Õ„œ „«Ãœ «·ÕÃ—Ì ·· Ã«—…,Mohammed Majed Al-Hajri Trading Company,"354,250, 40 D Ring Rd, Doha, Qatar",Doha,Qatar,,+974 4462 0202,4.4 (19 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Mohammed%20Majed%20Al-Hajri%20Trading%20Company%2C%20354%2C250%2C%2040%20D%20Ring%20Rd%2C%20Doha%2C%20Qatar,TRUE
«·√—÷ «·„ﬁœ”…,ARD EL MOUGHADESSA,"Ard el Mghar, Lebanon",Lebanon,Lebanon,,,,Yes,https://www.google.com/maps/search/?api=1&query=ARD%20EL%20MOUGHADESSA%2C%20Ard%20el%20Mghar%2C%20Lebanon,TRUE
«›— ›ÊÌ«Ã,AFRA VOYAGES,"Nijverheidscentrum 1B, 2761 JP Zevenhuizen, Netherlands",Zevenhuizen,Netherlands,,+31 6 53181942,5 (42 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AFRA%20VOYAGES%2C%20Nijverheidscentrum%201B%2C%202761%20JP%20Zevenhuizen%2C%20Netherlands,TRUE
ÊÏ  Ê—“,We Tours,"«·„‰’Ê—…° «·„‰’Ê—… (ﬁ”„ 2)° «·„‰’Ê—…° Fakhr El Din Khaled St, Mansoura Qism 2, El Mansoura 2, Dakahlia Governorate 7660217, Egypt",Dakahlia Governorate,Egypt,,+20 11 00114464,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=We%20Tours%2C%20%D8%A7%D9%84%D9%85%D9%86%D8%B5%D9%88%D8%B1%D8%A9%2C%20%D8%A7%D9%84%D9%85%D9%86%D8%B5%D9%88%D8%B1%D8%A9%20%D9%82%D8%B3%D9%85%202%2C%20%D8%A7%D9%84%D9%85%D9%86%D8%B5%D9%88%D8%B1%D8%A9%2C%20Fakhr%20El%20Din%20Khaled%20St%2C%20Mansoura%20Qism%202%2C%20El%20Mansoura%202%2C%20Dakahlia%20Governorate%207660217%2C%20Egypt,TRUE
«—«»Ìﬂ«  —«›ÌÌ·,arabica travel,"OM, ‘«—⁄ ‰Ê›„»— ??° „”ﬁÿ 101, Oman",„”ﬁÿ,Oman,,+968 9696 0089,4.4 (14 reviews),Yes,https://www.google.com/maps/search/?api=1&query=arabica%20travel%2C%20OM%2C%20%D8%B4%D8%A7%D8%B1%D8%B9%20%D9%86%D9%88%D9%81%D9%85%D8%A8%D8%B1%20%D9%A1%D9%A8%2C%20%D9%85%D8%B3%D9%82%D8%B7%20101%2C%20Oman,TRUE
„Ê Ì«—« ·„ Ê”ÿ,MUTIARA LIMA WISATA,"QMM6+6XM, King Abdul Aziz Branch Rd, An Nafal, Riyadh 13312, Saudi Arabia",Riyadh,Saudi Arabia,,+966 55 992 0097,4 (681 reviews),Yes,"https://www.google.com/maps/place/QMM6+6XM,+King+Abdul+Aziz+Branch+Rd,+An+Nafal,+Riyadh+13312,+Saudi+Arabia",TRUE
‰Ê—”…  Ê— Ê  —«›Ì·,NURSA TOUR & TRAVEL,"31 Al Akhsheed St, „‰Ì· «·—Ê÷…° Old Cairo, Cairo Governorate 11553, Egypt",Cairo Governorate,Egypt,,+20 12 05070111,4 (122 reviews),Yes,https://www.google.com/maps/search/?api=1&query=NURSA%20TOUR%20%26%20TRAVEL%2C%2031%20Al%20Akhsheed%20St%2C%20%D9%85%D9%86%D9%8A%D9%84%20%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9%2C%20Old%20Cairo%2C%20Cairo%20Governorate%2011553%2C%20Egypt,TRUE
‘Ì—· «Ê„«„ «·œÊ·Ì,CHAIRUL UMAM ADDAULI,"Jl. Sersan Muslim No.16, The Hok, Kec. Jambi Sel., Kota Jambi, Jambi 36125, Indonesia",Indonesia,Indonesia,,+62 812-7820-601,4.4 (35 reviews),Yes,https://www.google.com/maps/search/?api=1&query=CHAIRUL%20UMAM%20ADDAULI%2C%20Jl.%20Sersan%20Muslim%20No.16%2C%20The%20Hok%2C%20Kec.%20Jambi%20Sel.%2C%20Kota%20Jambi%2C%20Jambi%2036125%2C%20Indonesia,TRUE
›—”œ œÊ  »· Ê‰  —›·,PERSADA DUTA BELITON TRAVEL,"JL. Pangeran Diponegoro No. 48 B, DR. Soetomo, Kec. Tegalsari, Surabaya, Jawa Timur 60264, Indonesia",Indonesia,Indonesia,,+62 31 5624688,5 (3 reviews),Yes,https://www.google.com/maps/search/?api=1&query=PERSADA%20DUTA%20BELITON%20TRAVEL%2C%20JL.%20Pangeran%20Diponegoro%20No.%2048%20B%2C%20DR.%20Soetomo%2C%20Kec.%20Tegalsari%2C%20Surabaya%2C%20Jawa%20Timur%2060264%2C%20Indonesia,TRUE
”‰œÊ Ê”ÿ  —›·,SINDO WISATA TRAVEL,"El-Nasr Square, ”Êﬁ «·”„ﬂ «·ﬁœÌ„° «·Ã„—ﬂ° „Õ«›Ÿ… «·≈”ﬂ‰œ—Ì… 21519, Egypt",„Õ«›Ÿ… «·≈”ﬂ‰œ—Ì…,Egypt,,+20 3 4813848,3.8 (13 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SINDO%20WISATA%20TRAVEL%2C%20El-Nasr%20Square%2C%20%D8%B3%D9%88%D9%82%20%D8%A7%D9%84%D8%B3%D9%85%D9%83%20%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D9%85%2C%20%D8%A7%D9%84%D8%AC%D9%85%D8%B1%D9%83%2C%20%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9%20%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2021519%2C%20Egypt,TRUE
 —«›Ì· ﬂÊœ ··”Ì«Õ…,travelcode tours,"«·ﬂÊ„ «·√Œ÷—° «·⁄„—«‰Ì…°° X5R3+HVW, Al Kom Al Akhdar, El Talbia, Giza Governorate 3531026, Egypt",Giza Governorate,Egypt,,+20 10 00560273,3 (4 reviews),Yes,"https://www.google.com/maps/place/«·ﬂÊ„+«·√Œ÷—,+«·⁄„—«‰Ì…,,+X5R3+HVW,+Al+Kom+Al+Akhdar,+El+Talbia,+Giza+Governorate+3531026,+Egypt",TRUE
«ÌÃÌ «Ï «‰ —‰«‘ÌÊ‰«·  Ê—“,egythai tours,"54 Syria, Mit Akaba, Agouza, Giza Governorate 3752223, Egypt",Giza Governorate,Egypt,,+20 12 23333522,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=egythai%20tours%2C%2054%20Syria%2C%20Mit%20Akaba%2C%20Agouza%2C%20Giza%20Governorate%203752223%2C%20Egypt,TRUE
«·„’—Ì… «·ﬁÿ—Ì… ··”Ì«Õ…,egyption qatari tours,"Al-Jasra Tower B° Lusail, Qatar",Lusail,Qatar,,+974 4406 9921,4.3 (97 reviews),Yes,https://www.google.com/maps/search/?api=1&query=egyption%20qatari%20tours%2C%20Al-Jasra%20Tower%20B%2C%20Lusail%2C%20Qatar,TRUE
„œÌ‰ Ï  Ê—“,madinty tours,"craft zone, block4, 29, Second New Cairo, Cairo Governorate 4771801, Egypt",Cairo Governorate,Egypt,,+20 11 11784456,5 (16 reviews),Yes,https://www.google.com/maps/search/?api=1&query=madinty%20tours%2C%20craft%20zone%2C%20block4%2C%2029%2C%20Second%20New%20Cairo%2C%20Cairo%20Governorate%204771801%2C%20Egypt,TRUE
„Õ›Ÿ… «·”›— Ê«·”Ì«Õ… «·„ÕœÊœ…,portfolio Travel and Tours Ltd,"Arafat Rd, Ad Dar Al Baida, Riyadh 14517, Saudi Arabia",Riyadh,Saudi Arabia,,+966 9200 33239,4.9 (946 reviews),Yes,https://www.google.com/maps/search/?api=1&query=portfolio%20Travel%20and%20Tours%20Ltd%2C%20Arafat%20Rd%2C%20Ad%20Dar%20Al%20Baida%2C%20Riyadh%2014517%2C%20Saudi%20Arabia,TRUE
„ﬂ… ›ÊÌ«Ã,MAKKAH VOYAGES,"32 Av. Pierre Semard, 94200 Ivry-sur-Seine, France",Ivry-sur-Seine,France,,+33 1 49 87 70 21,4.5 (1120 reviews),Yes,https://www.google.com/maps/search/?api=1&query=MAKKAH%20VOYAGES%2C%2032%20Av.%20Pierre%20Semard%2C%2094200%20Ivry-sur-Seine%2C%20France,TRUE
«ÊÊ· ”Ì“Ê‰“ ··”Ì«Õ…,all seasons tours,"15 El-Tahrir Square, Ismailia, Qasr El Nil, Cairo Governorate 11562, Egypt",Cairo Governorate,Egypt,,+20 10 08149949,3 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=all%20seasons%20tours%2C%2015%20El-Tahrir%20Square%2C%20Ismailia%2C%20Qasr%20El%20Nil%2C%20Cairo%20Governorate%2011562%2C%20Egypt,TRUE
”„«Ì·  Ê—“,Smile Tours,"«·‘«—⁄ «·—∆Ì”Ì° „ﬁ«»· „” — »Ìﬂ— «·ÿ«»ﬁ 2° Qalqilya",Qalqilya,Qalqilya,,+970 9 294 4446,4.2 (12 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Smile%20Tours%2C%20%D8%A7%D9%84%D8%B4%D8%A7%D8%B1%D8%B9%20%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%2C%20%D9%85%D9%82%D8%A7%D8%A8%D9%84%20%D9%85%D8%B3%D8%AA%D8%B1%20%D8%A8%D9%8A%D9%83%D8%B1%20%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82%202%2C%20Qalqilya,TRUE
⁄—Ì‰…  —«›·”,ORIENT TRAVELS,"1440 Kapiolani Blvd Ste 1125, Honolulu, HI 96814, USA",Honolulu,United States,,+1 808-944-3949,4.6 (14 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ORIENT%20TRAVELS%2C%201440%20Kapiolani%20Blvd%20Ste%201125%2C%20Honolulu%2C%20HI%2096814%2C%20USA,TRUE
€—Ê»«· «Ê›Ìﬂ,Groupe AL TAOUFIK,"taoufik Parc Industriel Tawfik, Casablanca, Morocco",Casablanca,Morocco,,,3.9 (60 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Groupe%20AL%20TAOUFIK%2C%20taoufik%20Parc%20Industriel%20Tawfik%2C%20Casablanca%2C%20Morocco,TRUE
«—‘«œ»‰Ì‰,GROUPE IRCHAD BENIN,"9C9F+HM8, Cotonou, Benin",Cotonou,Benin,,+229 01 21 32 61 92,3.7 (86 reviews),Yes,"https://www.google.com/maps/place/9C9F+HM8,+Cotonou,+Benin",TRUE
«·ÌœÃ«»«Â,GROUPE AL-IDJABAH,"OFFICE NO 19, FIRST FLOOR, AL-GHAFFAR MALL, G-11 Markaz G 11 Markaz G-11, Islamabad, 44000, Pakistan",Islamabad,Pakistan,,+92 51 2741701,5 (14 reviews),Yes,https://www.google.com/maps/search/?api=1&query=GROUPE%20AL-IDJABAH%2C%20OFFICE%20NO%2019%2C%20FIRST%20FLOOR%2C%20AL-GHAFFAR%20MALL%2C%20G-11%20Markaz%20G%2011%20Markaz%20G-11%2C%20Islamabad%2C%2044000%2C%20Pakistan,TRUE
«·›« Ê“Ì”  Ê—,ALPHA OASIS  TOURS,"62 Ave Idriss II, Meknes, Morocco",Meknes,Morocco,,+212 631-390390,4.2 (25 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ALPHA%20OASIS%20%20TOURS%2C%2062%20Ave%20Idriss%20II%2C%20Meknes%2C%20Morocco,TRUE
«·«ÂÊ«ﬂ»«—,ALLAHOU AKBAR,"418 Larchwood Ave, Upper Darby Township, PA 19082, USA",USA,United States,,+1 347-879-4777,5 (128 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ALLAHOU%20AKBAR%2C%20418%20Larchwood%20Ave%2C%20Upper%20Darby%20Township%2C%20PA%2019082%2C%20USA,TRUE
«Ì” «Ì‰œ «Ì” Œœ„«  «·”›—,S AND S TRAVEL SERVICES,"JGAA8533° 8533 ‘«—⁄ «·Õ„œ«‰Ì…° Al Hamadaniyyah, 3137° Jeddah 23743, Saudi Arabia",Jeddah,Saudi Arabia,,+966 54 505 9878,4.3 (33 reviews),Yes,https://www.google.com/maps/search/?api=1&query=S%20AND%20S%20TRAVEL%20SERVICES%2C%20JGAA8533%2C%208533%20%D8%B4%D8%A7%D8%B1%D8%B9%20%D8%A7%D9%84%D8%AD%D9%85%D8%AF%D8%A7%D9%86%D9%8A%D8%A9%2C%20Al%20Hamadaniyyah%2C%203137%2C%20Jeddah%2023743%2C%20Saudi%20Arabia,TRUE
À—Ï  Ï ··”Ì«ÕÂ,Three T Tours,"Sharkas, Bulaq, Cairo Governorate 4310003, Egypt",Cairo Governorate,Egypt,,+20 2 25779331,3.6 (14 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Three%20T%20Tours%2C%20Sharkas%2C%20Bulaq%2C%20Cairo%20Governorate%204310003%2C%20Egypt,TRUE
«·Õ›’Â  Ê—“ Ê —«›,AL HAFSHA TOURS AND TRAVELS,"Shop no 1, Sagar Apartment, Rani Sati Rd, Malad, Indira Nagar, Dindoshi, Malad East, Mumbai, Maharashtra 400097, India",Mumbai,India,,+91 99699 43999,5 (8 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20HAFSHA%20TOURS%20AND%20TRAVELS%2C%20Shop%20no%201%2C%20Sagar%20Apartment%2C%20Rani%20Sati%20Rd%2C%20Malad%2C%20Indira%20Nagar%2C%20Dindoshi%2C%20Malad%20East%2C%20Mumbai%2C%20Maharashtra%20400097%2C%20India,TRUE
 «‰Ì” ÂÊ·Ìœ«Ì“,Tanis Holidays,"9 ‘ „Ì—Ì ° Ismailia, Qasr El Nil, Cairo Governorate 4272110, Egypt",Cairo Governorate,Egypt,,+20 2 25743555,4.1 (7 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Tanis%20Holidays%2C%209%20%D8%B4%20%D9%85%D9%8A%D8%B1%D9%8A%D8%AA%2C%20Ismailia%2C%20Qasr%20El%20Nil%2C%20Cairo%20Governorate%204272110%2C%20Egypt,TRUE
„Ê·ÊÌ  —«›· Ê —Ìﬂ—Ê  «ÌÃ‰ ” » ·,MOULAVI TRAVEL & RECRUITING AGENTS PVT LTD,"FXXP+VR4, Railway Station Road, Thayalangadi, Kasaragod, Kerala 671121, India",Kasaragod,India,,+91 4994 230 216,4.8 (401 reviews),Yes,"https://www.google.com/maps/place/FXXP+VR4,+Railway+Station+Road,+Thayalangadi,+Kasaragod,+Kerala+671121,+India",TRUE
 Ê»…  Ê—“ √‰œ  —›·,TOWBA TOURS & TRAVEL INC,"3.st El Lewa Hassan Said Mashaal, Pyramids street, ﬂ›— ‰’«—° «·Â—„° „Õ«›Ÿ… «·ÃÌ“… 3514803, Egypt",„Õ«›Ÿ… «·ÃÌ“…,Egypt,,+20 10 22772955,4.9 (194 reviews),Yes,https://www.google.com/maps/search/?api=1&query=TOWBA%20TOURS%20%26%20TRAVEL%20INC%2C%203.st%20El%20Lewa%20Hassan%20Said%20Mashaal%2C%20Pyramids%20street%2C%20%D9%83%D9%81%D8%B1%20%D9%86%D8%B5%D8%A7%D8%B1%2C%20%D8%A7%D9%84%D9%87%D8%B1%D9%85%2C%20%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9%20%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9%203514803%2C%20Egypt,TRUE
«·ÕÃ—… ··”Ì«Õ… Ê«·”›—,AL HIJRAH TRAVELS AND TOURS,"Suite 200, 2020 Winston Park Dr, Oakville, ON L6H 6X7, Canada",Oakville,Canada,,+1 905-849-5889,5 (3 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20HIJRAH%20TRAVELS%20AND%20TOURS%2C%20Suite%20200%2C%202020%20Winston%20Park%20Dr%2C%20Oakville%2C%20ON%20L6H%206X7%2C%20Canada,TRUE
»—ﬂ… œ⁄«¡ › —Ì „‰œ—Ì,BAROKAH DUA PUTRI MANDIRI,"Jl. Syamsul Arifin No.84, Rw. V, Polagan, Kec. Sampang, Kabupaten Sampang, Jawa Timur 69216, Indonesia",Indonesia,Indonesia,,+62 323 324582,5 (1 reviews),Yes,https://www.google.com/maps/search/?api=1&query=BAROKAH%20DUA%20PUTRI%20MANDIRI%2C%20Jl.%20Syamsul%20Arifin%20No.84%2C%20Rw.%20V%2C%20Polagan%2C%20Kec.%20Sampang%2C%20Kabupaten%20Sampang%2C%20Jawa%20Timur%2069216%2C%20Indonesia,TRUE
«€Ê‰€ «·»œ«— Ê” …,Agung El Badr Wisata,"Jl. W.R. Supratman No.7 C2 Kav 6, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",Indonesia,Indonesia,,+62 341 334235,4.6 (185 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Agung%20El%20Badr%20Wisata%2C%20Jl.%20W.R.%20Supratman%20No.7%20C2%20Kav%206%2C%20Rampal%20Celaket%2C%20Kec.%20Klojen%2C%20Kota%20Malang%2C%20Jawa%20Timur%2065111%2C%20Indonesia,TRUE
 ·€Ï «·ﬂÊ ”—  —›·,TELAGA AL KAUTSAR TRAVEL,"Prins Willem-Alexanderlaan 210, 7311 SZ Apeldoorn, Netherlands",Apeldoorn,Netherlands,,+31 88 033 1528,4.3 (2118 reviews),Yes,https://www.google.com/maps/search/?api=1&query=TELAGA%20AL%20KAUTSAR%20TRAVEL%2C%20Prins%20Willem-Alexanderlaan%20210%2C%207311%20SZ%20Apeldoorn%2C%20Netherlands,TRUE
≈” ≈Ì ‘ ≈Ì«— «‰ —‰«‘ÌÊ‰«·,S H Air International,"50, Room No-9/5/6, Lift Er 10, Eastern View, DIT Ave, Dhaka 1000, Bangladesh",Dhaka,Bangladesh,,+880 1756-689299,5 (1 reviews),Yes,https://www.google.com/maps/search/?api=1&query=S%20H%20Air%20International%2C%2050%2C%20Room%20No-9/5/6%2C%20Lift%20Er%2010%2C%20Eastern%20View%2C%20DIT%20Ave%2C%20Dhaka%201000%2C%20Bangladesh,TRUE
